R,G,B,Drought_AmbientTemp,Drought_ObjectTemp
42,121,76,26.71,25.37
40,119,77,26.71,25.41
41,121,75,26.71,25.37
43,117,75,26.71,25.41
44,116,74,26.71,25.37
44,114,73,26.71,25.41
45,112,73,26.71,25.37
41,110,73,26.71,25.41
40,111,68,26.71,25.37
41,107,65,26.71,25.41
41,106,68,26.71,25.37
35,107,65,26.71,25.41
32,104,67,26.71,25.37
33,102,67,26.71,25.41
33,101,61,26.71,25.37
28,99,56,26.71,25.41
91,120,81,26.71,25.37
84,122,84,26.71,25.41
81,123,85,26.71,25.37
80,122,84,26.71,25.41
78,123,81,26.71,25.37
77,120,83,26.71,25.41
77,120,80,26.71,25.37
74,121,75,26.71,25.41
71,121,71,26.71,25.37
69,118,70,26.71,25.41
66,114,72,26.71,25.37
64,113,72,26.71,25.41
62,111,73,26.71,25.37
62,110,69,26.71,25.41
62,110,67,26.71,25.37
64,107,65,26.71,25.41
60,108,66,26.71,25.37
58,111,67,26.71,25.41
61,110,69,26.71,25.37
62,113,75,26.71,25.41
65,113,76,26.71,25.37
66,113,77,26.71,25.41
67,114,77,26.71,25.37
69,114,77,26.71,25.41
65,116,78,26.71,25.37
68,115,76,26.71,25.41
68,113,74,26.71,25.37
65,112,75,26.71,25.41
63,112,75,26.71,25.37
63,111,73,26.71,25.41
61,109,72,26.71,25.37
62,109,72,26.71,25.41
61,108,71,26.71,25.37
57,111,71,26.71,25.41
56,109,71,26.71,25.37
54,108,72,26.71,25.41
53,110,70,26.71,25.37
58,108,69,26.71,25.41
63,107,69,26.71,25.37
63,108,71,26.71,25.41
60,112,68,26.71,25.37
61,112,69,26.71,25.41
66,112,68,26.71,25.37
70,112,66,26.71,25.41
72,111,70,26.71,25.37
72,109,75,26.71,25.41
70,109,71,26.71,25.37
67,110,70,26.71,25.41
62,112,72,26.71,25.37
60,108,73,26.71,25.41
60,108,70,26.71,25.37
58,108,65,26.71,25.41
56,108,66,26.71,25.37
54,107,63,26.71,25.41
49,104,63,26.71,25.37
47,103,67,26.71,25.41
45,104,66,26.71,25.37
41,105,64,26.71,25.41
40,105,61,26.71,25.37
43,103,58,26.71,25.41
38,104,60,26.71,25.37
34,105,61,26.71,25.41
35,104,59,26.71,25.37
35,105,60,26.71,25.41
38,105,62,26.71,25.37
36,108,69,26.71,25.41
36,109,69,26.71,25.37
40,109,71,26.71,25.41
38,113,73,26.71,25.37
39,115,76,26.71,25.41
40,118,79,26.71,25.37
39,123,83,26.71,25.41
44,125,81,26.71,25.37
48,125,83,26.71,25.41
51,125,86,26.71,25.37
52,125,89,26.71,25.41
52,125,88,26.71,25.37
52,126,88,26.71,25.41
50,126,87,26.71,25.37
47,127,82,26.71,25.41
49,128,81,26.71,25.37
51,125,84,26.71,25.41
51,122,85,26.71,25.37
48,121,84,26.71,25.41
46,120,81,26.71,25.37
47,117,76,26.71,25.41
46,117,75,26.71,25.37
47,116,74,26.71,25.41
45,115,76,26.71,25.37
42,115,79,26.71,25.41
41,116,78,26.71,25.37
43,113,75,26.71,25.41
42,112,71,26.71,25.37
42,107,70,26.71,25.41
41,104,72,26.71,25.37
36,109,70,26.71,25.41
35,109,68,26.71,25.37
37,105,67,26.71,25.41
36,101,62,26.71,25.37
33,100,60,26.71,25.41
84,122,83,26.71,25.37
83,123,83,26.71,25.41
84,123,81,26.71,25.37
79,123,82,26.71,25.41
77,123,80,26.71,25.37
78,121,81,26.71,25.41
77,120,80,26.71,25.37
73,120,74,26.71,25.41
72,118,75,26.71,25.37
69,115,74,26.71,25.41
64,115,74,26.71,25.37
65,111,73,26.71,25.41
64,110,72,26.71,25.37
63,110,70,26.71,25.41
63,110,68,26.71,25.37
64,109,67,26.71,25.41
62,109,68,26.71,25.37
59,112,67,26.71,25.41
63,113,71,26.71,25.37
64,114,74,26.71,25.41
66,116,75,26.71,25.37
69,116,77,26.71,25.41
71,114,80,26.71,25.37
69,117,78,26.71,25.41
70,117,76,26.71,25.37
71,117,74,26.71,25.41
71,115,72,26.71,25.37
67,115,74,26.71,25.41
62,114,75,26.71,25.37
63,114,75,26.71,25.41
64,112,73,26.71,25.37
65,110,73,26.71,25.41
62,110,72,26.71,25.37
56,112,71,26.71,25.41
52,111,73,26.71,25.37
54,110,71,26.71,25.41
55,110,71,26.71,25.37
59,110,69,26.71,25.41
60,108,69,26.71,25.37
62,110,70,26.71,25.41
61,111,69,26.71,25.37
65,112,69,26.71,25.41
67,113,68,26.71,25.37
71,111,68,26.71,25.41
72,109,70,26.71,25.37
71,109,74,26.71,25.41
70,109,72,26.71,25.37
65,111,71,26.71,25.41
62,112,71,26.71,25.37
65,108,70,26.71,25.41
66,107,70,26.71,25.37
61,106,66,26.71,25.41
56,107,65,26.71,25.37
52,105,63,26.71,25.41
49,105,70,26.71,25.37
49,100,70,26.71,25.41
46,102,68,26.71,25.37
42,104,61,26.71,25.41
42,104,58,26.71,25.37
41,101,60,26.71,25.41
35,103,62,26.71,25.37
34,104,58,26.71,25.41
37,102,56,26.71,25.37
35,102,61,26.71,25.41
35,106,62,26.71,25.37
36,108,66,26.71,25.41
38,110,69,26.71,25.37
40,108,70,26.71,25.41
34,115,74,26.71,25.37
38,118,77,26.71,25.41
48,125,83,26.71,25.37
40,124,82,26.71,25.41
47,125,83,26.71,25.37
51,126,86,26.71,25.41
54,125,86,26.71,25.37
54,128,87,26.71,25.41
53,127,88,26.71,25.37
57,124,87,26.71,25.41
51,125,87,26.71,25.37
48,127,89,26.71,25.41
49,127,83,26.71,25.37
52,125,79,26.71,25.41
53,123,82,26.71,25.37
51,122,82,26.71,25.41
52,119,80,26.71,25.37
50,117,77,26.71,25.41
48,118,78,26.71,25.37
48,118,77,26.71,25.41
46,117,80,26.71,25.37
45,116,82,26.71,25.41
42,115,78,26.71,25.37
43,115,77,26.71,25.41
42,113,76,26.71,25.37
41,109,77,26.71,25.41
43,105,79,26.71,25.37
38,111,70,26.71,25.41
38,110,70,26.71,25.37
40,106,70,26.71,25.41
40,102,66,26.71,25.37
38,100,65,26.71,25.41
83,126,73,26.71,25.37
87,122,76,26.71,25.41
86,122,78,26.71,25.37
81,122,78,26.71,25.41
81,122,77,26.71,25.37
81,121,79,26.71,25.41
79,119,78,26.71,25.37
75,117,74,26.71,25.41
72,114,76,26.71,25.37
71,114,74,26.71,25.41
68,114,72,26.71,25.37
65,112,71,26.71,25.41
64,111,72,26.71,25.37
64,111,69,26.71,25.41
64,112,71,26.71,25.37
63,111,72,26.71,25.41
65,108,71,26.71,25.37
62,112,70,26.71,25.41
67,113,74,26.71,25.37
69,115,75,26.71,25.41
71,117,77,26.71,25.37
73,118,79,26.71,25.41
74,118,80,26.71,25.37
78,116,78,26.71,25.41
75,117,75,26.71,25.37
75,118,74,26.71,25.41
72,118,75,26.71,25.37
68,115,76,26.71,25.41
64,114,76,26.71,25.37
66,112,77,26.71,25.41
64,115,75,26.71,25.37
62,114,72,26.71,25.41
61,113,72,26.71,25.37
56,112,71,26.71,25.41
51,113,72,26.71,25.37
55,112,70,26.71,25.41
60,109,69,26.71,25.37
60,109,69,26.71,25.41
62,110,67,26.71,25.37
64,110,71,26.71,25.41
65,109,71,26.71,25.37
70,109,69,26.71,25.41
72,110,72,26.71,25.37
73,109,73,26.71,25.41
72,110,72,26.71,25.37
73,113,72,26.71,25.41
69,110,72,26.71,25.37
67,111,72,26.71,25.41
65,112,68,26.71,25.37
65,110,69,26.71,25.41
64,106,70,26.71,25.37
61,106,71,26.71,25.41
57,105,67,26.71,25.37
54,105,68,26.71,25.41
49,102,70,26.71,25.37
50,101,68,26.71,25.41
47,101,66,26.71,25.37
46,102,61,26.71,25.41
44,102,59,26.71,25.37
37,101,58,26.71,25.41
35,103,57,26.71,25.37
37,102,55,26.71,25.41
36,103,56,26.71,25.37
35,103,61,26.71,25.41
35,107,64,26.71,25.37
36,109,67,26.71,25.41
35,111,69,26.71,25.37
35,114,70,26.71,25.41
36,116,71,26.71,25.37
41,117,78,26.71,25.41
44,118,82,26.71,25.37
49,121,84,26.71,25.41
52,123,84,26.71,25.37
55,123,86,26.71,25.41
55,126,88,26.71,25.37
54,128,87,26.71,25.41
55,127,85,26.71,25.37
57,125,87,26.71,25.41
56,125,85,26.71,25.37
52,128,85,26.71,25.41
51,127,84,26.71,25.37
52,125,81,26.71,25.41
54,124,78,26.71,25.37
51,124,79,26.71,25.41
52,119,78,26.71,25.37
50,119,80,26.71,25.41
50,118,80,26.71,25.37
50,118,75,26.71,25.41
51,118,76,26.71,25.37
47,118,79,26.71,25.41
48,116,74,26.71,25.37
49,115,71,26.71,25.41
44,116,79,26.71,25.37
44,110,77,26.71,25.41
46,108,75,26.71,25.37
44,109,72,26.71,25.41
45,109,69,26.71,25.37
46,107,69,26.71,25.41
42,105,68,26.71,25.37
41,100,70,26.71,25.41
87,124,73,26.71,25.37
88,122,76,26.71,25.41
87,120,80,26.71,25.37
85,120,81,26.71,25.41
83,122,78,26.71,25.37
80,122,79,26.71,25.41
79,120,83,26.71,25.37
78,116,79,26.71,25.41
77,114,77,26.71,25.37
75,113,71,26.71,25.41
70,113,64,26.71,25.37
67,114,72,26.71,25.41
64,113,74,26.71,25.37
66,111,73,26.71,25.41
68,110,72,26.71,25.37
68,109,75,26.71,25.41
70,109,78,26.71,25.37
71,110,78,26.71,25.41
74,111,78,26.71,25.37
75,113,77,26.71,25.41
77,116,78,26.71,25.37
80,117,83,26.71,25.41
82,117,82,26.71,25.37
81,117,81,26.71,25.41
79,118,77,26.71,25.37
79,118,74,26.71,25.41
77,118,76,26.71,25.37
74,116,79,26.71,25.41
70,114,81,26.71,25.37
67,114,81,26.71,25.41
64,113,77,26.71,25.37
62,116,73,26.71,25.41
63,112,70,26.71,25.37
59,114,70,26.71,25.41
54,115,67,26.71,25.37
56,112,69,26.71,25.41
57,112,70,26.71,25.37
60,110,70,26.71,25.41
62,110,70,26.71,25.37
62,112,73,26.71,25.41
64,112,72,26.71,25.37
67,111,71,26.71,25.41
71,111,73,26.71,25.37
72,112,74,26.71,25.41
70,113,70,26.71,25.37
69,115,70,26.71,25.41
69,113,74,26.71,25.37
69,111,70,26.71,25.41
68,111,68,26.71,25.37
64,110,70,26.71,25.41
60,109,75,26.71,25.37
59,107,74,26.71,25.41
56,109,68,26.71,25.37
54,105,64,26.71,25.41
53,102,68,26.71,25.37
50,101,65,26.71,25.41
48,102,63,26.71,25.37
45,102,58,26.71,25.41
41,105,59,26.71,25.37
34,103,60,26.71,25.41
34,102,57,26.71,25.37
34,103,56,26.71,25.41
34,102,57,26.71,25.37
36,104,58,26.71,25.41
35,107,64,26.71,25.37
36,108,67,26.71,25.41
38,110,69,26.71,25.37
37,113,71,26.71,25.41
37,116,73,26.71,25.37
42,119,74,26.71,25.41
47,119,80,26.71,25.37
50,121,82,26.71,25.41
53,124,84,26.71,25.37
55,125,85,26.71,25.41
53,127,87,26.71,25.37
57,126,85,26.71,25.41
57,126,86,26.71,25.37
58,126,85,26.71,25.41
59,126,81,26.71,25.37
59,126,81,26.71,25.41
55,124,83,26.71,25.37
55,123,80,26.71,25.41
54,123,79,26.71,25.37
51,124,79,26.71,25.41
49,121,82,26.71,25.37
52,118,81,26.71,25.41
50,118,80,26.71,25.37
51,117,77,26.71,25.41
51,119,76,26.71,25.37
54,119,74,26.71,25.41
54,118,70,26.71,25.37
54,116,74,26.71,25.41
53,114,75,26.71,25.37
53,112,74,26.71,25.41
53,111,73,26.71,25.37
51,111,72,26.71,25.41
51,107,74,26.71,25.37
48,107,68,26.71,25.41
45,106,70,26.71,25.37
45,100,72,26.71,25.41
86,123,78,26.71,25.37
88,122,79,26.71,25.41
86,122,82,26.71,25.37
86,121,85,26.71,25.41
84,121,83,26.71,25.37
82,123,82,26.71,25.41
82,119,84,26.71,25.37
77,117,87,26.71,25.41
75,115,82,26.71,25.37
76,115,73,26.71,25.41
73,114,69,26.71,25.37
74,114,68,26.71,25.41
70,113,70,26.71,25.37
70,113,69,26.71,25.41
71,111,73,26.71,25.37
71,110,77,26.71,25.41
71,112,79,26.71,25.37
71,112,80,26.71,25.41
74,114,79,26.71,25.37
79,115,77,26.71,25.41
80,117,80,26.71,25.37
80,118,83,26.71,25.41
82,117,84,26.71,25.37
83,118,86,26.71,25.41
82,117,83,26.71,25.37
82,118,77,26.71,25.41
80,117,75,26.71,25.37
77,115,80,26.71,25.41
73,113,84,26.71,25.37
71,111,81,26.71,25.41
67,113,74,26.71,25.37
63,113,72,26.71,25.41
61,112,76,26.71,25.37
57,115,74,26.71,25.41
54,115,72,26.71,25.37
58,111,71,26.71,25.41
59,111,73,26.71,25.37
63,110,73,26.71,25.41
65,110,72,26.71,25.37
63,113,72,26.71,25.41
65,112,75,26.71,25.37
66,111,76,26.71,25.41
69,110,75,26.71,25.37
72,111,71,26.71,25.41
71,115,70,26.71,25.37
69,117,69,26.71,25.41
68,113,68,26.71,25.37
68,113,71,26.71,25.41
67,112,70,26.71,25.37
63,111,70,26.71,25.41
58,110,76,26.71,25.37
58,109,76,26.71,25.41
58,107,70,26.71,25.37
56,106,66,26.71,25.41
53,103,65,26.71,25.37
49,103,62,26.71,25.41
42,104,65,26.71,25.37
44,101,60,26.71,25.41
38,102,57,26.71,25.37
37,101,55,26.71,25.41
35,101,55,26.71,25.37
32,102,57,26.71,25.41
32,103,59,26.71,25.37
34,105,62,26.71,25.41
34,108,64,26.71,25.37
34,109,70,26.71,25.41
40,109,72,26.71,25.37
41,112,77,26.71,25.41
43,116,74,26.71,25.37
46,119,74,26.71,25.41
47,120,78,26.71,25.37
50,122,81,26.71,25.41
53,125,84,26.71,25.37
55,126,86,26.71,25.41
56,127,86,26.71,25.37
54,128,86,26.71,25.41
57,126,87,26.71,25.37
58,125,86,26.71,25.41
57,127,85,26.71,25.37
56,126,85,26.71,25.41
56,124,84,26.71,25.37
54,122,82,26.71,25.41
55,121,81,26.71,25.37
54,120,83,26.71,25.41
51,120,85,26.71,25.37
51,119,82,26.71,25.41
53,117,83,26.71,25.37
50,118,80,26.71,25.41
51,118,79,26.71,25.37
53,118,79,26.71,25.41
54,116,79,26.71,25.37
58,113,78,26.71,25.41
56,114,76,26.71,25.37
55,115,73,26.71,25.41
54,113,74,26.71,25.37
53,111,75,26.71,25.41
50,110,77,26.71,25.37
50,109,73,26.71,25.41
47,107,68,26.71,25.37
44,107,69,26.71,25.41
89,122,81,26.71,25.37
86,122,84,26.71,25.41
85,122,87,26.71,25.37
87,120,83,26.71,25.41
86,121,84,26.71,25.37
82,122,84,26.71,25.41
77,124,89,26.71,25.37
75,121,89,26.71,25.41
75,119,83,26.71,25.37
77,119,76,26.71,25.41
75,116,75,26.71,25.37
75,115,73,26.71,25.41
74,115,70,26.71,25.37
73,115,72,26.71,25.41
73,114,72,26.71,25.37
72,113,79,26.71,25.41
71,116,78,26.71,25.37
70,117,76,26.71,25.41
72,116,80,26.71,25.37
78,118,79,26.71,25.41
82,119,78,26.71,25.37
83,119,81,26.71,25.41
82,119,87,26.71,25.37
78,119,93,26.71,25.41
83,120,89,26.71,25.37
82,119,86,26.71,25.41
79,117,85,26.71,25.37
77,116,83,26.71,25.41
73,114,82,26.71,25.37
70,113,80,26.71,25.41
68,113,78,26.71,25.37
65,113,75,26.71,25.41
62,113,75,26.71,25.37
61,112,74,26.71,25.41
61,112,73,26.71,25.37
61,111,71,26.71,25.41
61,110,71,26.71,25.37
64,111,71,26.71,25.41
69,109,70,26.71,25.37
67,112,72,26.71,25.41
67,112,75,26.71,25.37
69,110,77,26.71,25.41
70,111,78,26.71,25.37
71,111,75,26.71,25.41
72,114,70,26.71,25.37
68,116,70,26.71,25.41
68,115,68,26.71,25.37
65,114,69,26.71,25.41
62,115,69,26.71,25.37
60,112,70,26.71,25.41
60,110,72,26.71,25.37
61,107,71,26.71,25.41
59,106,67,26.71,25.37
55,105,64,26.71,25.41
51,104,62,26.71,25.37
46,103,59,26.71,25.41
42,102,60,26.71,25.37
40,101,57,26.71,25.41
39,101,55,26.71,25.37
37,99,54,26.71,25.41
33,99,59,26.71,25.37
32,100,57,26.71,25.41
29,105,58,26.71,25.37
30,107,62,26.71,25.41
31,110,67,26.71,25.37
33,111,70,26.71,25.41
39,111,72,26.71,25.37
41,113,74,26.71,25.41
44,116,73,26.71,25.37
44,120,81,26.71,25.41
50,122,80,26.71,25.37
52,123,83,26.71,25.41
52,126,82,26.71,25.37
56,125,85,26.71,25.41
58,127,83,26.71,25.37
56,127,85,26.71,25.41
56,125,86,26.71,25.37
59,125,88,26.71,25.41
57,126,86,26.71,25.37
55,127,86,26.71,25.41
55,125,84,26.71,25.37
53,124,84,26.71,25.41
55,121,83,26.71,25.37
56,119,85,26.71,25.41
56,117,86,26.71,25.37
54,118,84,26.71,25.41
53,117,81,26.71,25.37
52,117,81,26.71,25.41
52,118,81,26.71,25.37
56,116,79,26.71,25.41
56,116,79,26.71,25.37
60,113,81,26.71,25.41
54,117,83,26.71,25.37
57,113,74,26.71,25.41
58,112,75,26.71,25.37
58,112,78,26.71,25.41
55,112,78,26.71,25.37
46,112,77,26.71,25.41
46,112,75,26.71,25.37
44,109,71,26.71,25.41
88,124,83,26.71,25.37
83,124,86,26.71,25.41
81,124,89,26.71,25.37
85,122,86,26.71,25.41
85,122,85,26.71,25.37
82,125,84,26.71,25.41
78,124,90,26.71,25.37
78,123,91,26.71,25.41
78,122,84,26.71,25.37
78,121,77,26.71,25.41
76,118,78,26.71,25.37
77,117,75,26.71,25.41
76,117,73,26.71,25.37
75,116,74,26.71,25.41
73,117,75,26.71,25.37
72,117,77,26.71,25.41
72,119,80,26.71,25.37
73,119,81,26.71,25.41
74,119,82,26.71,25.37
78,120,79,26.71,25.41
86,118,79,26.71,25.37
87,119,82,26.71,25.41
82,119,88,26.71,25.37
79,120,92,26.71,25.41
82,121,86,26.71,25.37
79,122,84,26.71,25.41
76,119,86,26.71,25.37
75,116,87,26.71,25.41
71,115,86,26.71,25.37
67,117,82,26.71,25.41
68,114,75,26.71,25.37
69,112,73,26.71,25.41
65,112,73,26.71,25.37
61,113,73,26.71,25.41
59,112,75,26.71,25.37
62,111,71,26.71,25.41
61,113,71,26.71,25.37
63,112,72,26.71,25.41
65,111,72,26.71,25.37
67,111,74,26.71,25.41
68,110,74,26.71,25.37
70,110,76,26.71,25.41
69,111,76,26.71,25.37
68,113,76,26.71,25.41
70,113,73,26.71,25.37
68,113,73,26.71,25.41
67,112,71,26.71,25.37
64,113,69,26.71,25.41
62,113,69,26.71,25.37
61,112,67,26.71,25.41
60,110,68,26.71,25.37
58,108,70,26.71,25.41
57,107,67,26.71,25.37
51,105,64,26.71,25.41
47,103,62,26.71,25.37
42,103,58,26.71,25.41
39,101,61,26.71,25.37
34,101,60,26.71,25.41
32,100,55,26.71,25.37
36,97,54,26.71,25.41
33,98,57,26.71,25.37
34,99,58,26.71,25.41
33,103,57,26.71,25.37
32,106,60,26.71,25.41
29,112,64,26.71,25.37
36,110,67,26.71,25.41
38,112,70,26.71,25.37
41,113,74,26.71,25.41
43,116,76,26.71,25.37
42,120,80,26.71,25.41
48,124,79,26.71,25.37
53,125,81,26.71,25.41
54,126,82,26.71,25.37
57,126,82,26.71,25.41
60,125,81,26.71,25.37
58,124,85,26.71,25.41
59,125,88,26.71,25.37
62,123,88,26.71,25.41
62,125,87,26.71,25.37
58,125,85,26.71,25.41
56,126,83,26.71,25.37
53,124,83,26.71,25.41
56,121,81,26.71,25.37
59,121,82,26.71,25.41
55,120,83,26.71,25.37
54,120,79,26.71,25.41
55,120,82,26.71,25.37
54,118,82,26.71,25.41
54,117,81,26.71,25.37
56,117,83,26.71,25.41
59,116,77,26.71,25.37
59,116,81,26.71,25.41
58,115,81,26.71,25.37
60,115,79,26.71,25.41
60,112,78,26.71,25.37
61,112,79,26.71,25.41
60,111,78,26.71,25.37
50,115,77,26.71,25.41
46,114,76,26.71,25.37
45,112,73,26.71,25.41
88,124,82,26.71,25.37
87,126,83,26.71,25.41
86,124,85,26.71,25.37
91,122,85,26.71,25.41
89,123,86,26.71,25.37
85,124,86,26.71,25.41
85,125,89,26.71,25.37
84,124,88,26.71,25.41
83,122,86,26.71,25.37
81,120,77,26.71,25.41
79,119,77,26.71,25.37
80,118,76,26.71,25.41
79,118,72,26.71,25.37
78,117,75,26.71,25.41
73,119,78,26.71,25.37
71,121,81,26.71,25.41
73,119,84,26.71,25.37
75,118,86,26.71,25.41
74,121,85,26.71,25.37
79,120,85,26.71,25.41
85,117,84,26.71,25.37
86,120,83,26.71,25.41
84,121,89,26.71,25.37
83,122,90,26.71,25.41
81,124,86,26.71,25.37
77,125,84,26.71,25.41
72,122,85,26.71,25.37
75,117,85,26.71,25.41
73,117,82,26.71,25.37
68,117,78,26.71,25.41
67,115,72,26.71,25.37
68,113,72,26.71,25.41
65,111,73,26.71,25.37
62,112,71,26.71,25.41
60,112,73,26.71,25.37
58,113,76,26.71,25.41
58,114,73,26.71,25.37
62,114,72,26.71,25.41
63,113,71,26.71,25.37
63,114,68,26.71,25.41
65,113,70,26.71,25.37
67,110,75,26.71,25.41
66,111,76,26.71,25.37
65,113,76,26.71,25.41
66,112,75,26.71,25.37
66,111,74,26.71,25.41
64,112,70,26.71,25.37
63,111,72,26.71,25.41
64,109,71,26.71,25.37
61,110,67,26.71,25.41
57,111,66,26.71,25.37
54,109,67,26.71,25.41
52,107,64,26.71,25.37
49,105,63,26.71,25.41
44,104,61,26.71,25.37
42,101,60,26.71,25.41
40,98,61,26.71,25.37
36,100,55,26.71,25.41
33,99,55,26.71,25.37
35,97,54,26.71,25.41
31,96,57,26.71,25.37
32,98,56,26.71,25.41
33,102,60,26.71,25.37
33,105,62,26.71,25.41
31,109,65,26.71,25.37
36,110,69,26.71,25.41
38,111,72,26.71,25.37
41,114,75,26.71,25.41
43,118,75,26.71,25.37
47,122,74,26.71,25.41
48,126,78,26.71,25.37
52,125,80,26.71,25.41
55,124,83,26.71,25.37
58,124,83,26.71,25.41
60,123,82,26.71,25.37
61,125,85,26.71,25.41
61,124,88,26.71,25.37
62,125,90,26.71,25.41
61,122,89,26.71,25.37
60,124,84,26.71,25.41
57,125,82,26.71,25.37
53,125,83,26.71,25.41
56,123,80,26.71,25.37
56,121,80,26.71,25.41
55,120,81,26.71,25.37
57,118,81,26.71,25.41
58,118,79,26.71,25.37
55,119,81,26.71,25.41
56,118,80,26.71,25.37
58,116,80,26.71,25.41
63,116,77,26.71,25.37
60,119,79,26.71,25.41
59,118,78,26.71,25.37
61,116,81,26.71,25.41
59,115,84,26.71,25.37
59,112,81,26.71,25.41
58,114,78,26.71,25.37
54,114,77,26.71,25.41
49,115,74,26.71,25.37
49,112,73,26.71,25.41
90,125,81,26.71,25.37
91,126,83,26.71,25.41
92,124,83,26.71,25.37
93,123,85,26.71,25.41
92,125,86,26.71,25.37
92,126,88,26.71,25.41
91,126,87,26.71,25.37
88,126,89,26.71,25.41
86,125,91,26.71,25.37
83,123,87,26.71,25.41
80,121,80,26.71,25.37
78,120,78,26.71,25.41
78,120,77,26.71,25.37
78,119,76,26.71,25.41
73,120,75,26.71,25.37
72,120,80,26.71,25.41
76,118,84,26.71,25.37
78,117,84,26.71,25.41
76,120,86,26.71,25.37
78,120,86,26.71,25.41
83,120,87,26.71,25.37
84,124,85,26.71,25.41
86,122,88,26.71,25.37
85,121,90,26.71,25.41
83,123,88,26.71,25.37
76,125,86,26.71,25.41
72,123,82,26.71,25.37
75,121,82,26.71,25.41
74,118,79,26.71,25.37
69,117,76,26.71,25.41
65,117,73,26.71,25.37
64,113,74,26.71,25.41
64,109,75,26.71,25.37
62,110,75,26.71,25.41
61,112,74,26.71,25.37
58,115,71,26.71,25.41
57,114,72,26.71,25.37
59,111,72,26.71,25.41
62,112,70,26.71,25.37
61,116,66,26.71,25.41
63,114,67,26.71,25.37
65,110,75,26.71,25.41
65,109,76,26.71,25.37
62,110,76,26.71,25.41
65,109,71,26.71,25.37
66,109,67,26.71,25.41
66,108,70,26.71,25.37
65,107,71,26.71,25.41
67,104,67,26.71,25.37
64,106,66,26.71,25.41
54,110,65,26.71,25.37
54,108,66,26.71,25.41
53,104,66,26.71,25.37
52,103,63,26.71,25.41
45,103,60,26.71,25.37
39,100,59,26.71,25.41
36,100,62,26.71,25.37
37,99,53,26.71,25.41
38,97,53,26.71,25.37
30,98,52,26.71,25.41
27,99,57,26.71,25.37
31,98,61,26.71,25.41
32,103,62,26.71,25.37
33,105,62,26.71,25.41
31,109,64,26.71,25.37
31,111,71,26.71,25.41
36,115,71,26.71,25.37
38,119,71,26.71,25.41
48,119,76,26.71,25.37
50,120,78,26.71,25.41
51,125,80,26.71,25.37
56,124,81,26.71,25.41
60,121,80,26.71,25.37
59,122,80,26.71,25.41
60,124,77,26.71,25.37
62,124,78,26.71,25.41
64,125,85,26.71,25.37
61,125,89,26.71,25.41
62,123,90,26.71,25.37
59,122,83,26.71,25.41
59,122,82,26.71,25.37
57,122,81,26.71,25.41
57,122,81,26.71,25.37
57,122,80,26.71,25.41
57,119,81,26.71,25.37
58,117,82,26.71,25.41
55,118,81,26.71,25.37
53,120,81,26.71,25.41
54,119,79,26.71,25.37
58,118,77,26.71,25.41
60,117,75,26.71,25.37
61,119,74,26.71,25.41
60,120,76,26.71,25.37
59,117,81,26.71,25.41
61,118,80,26.71,25.37
60,118,77,26.71,25.41
56,116,78,26.71,25.37
58,114,76,26.71,25.41
51,117,74,26.71,25.37
51,116,75,26.71,25.41
91,125,84,26.71,25.37
92,126,84,26.71,25.41
94,125,84,26.71,25.37
94,126,86,26.71,25.41
94,128,88,26.71,25.37
95,128,88,26.71,25.41
94,126,87,26.71,25.37
93,125,91,26.71,25.41
91,124,93,26.71,25.37
85,123,88,26.71,25.41
81,124,83,26.71,25.37
79,123,78,26.71,25.41
78,122,80,26.71,25.37
79,118,79,26.71,25.41
75,119,79,26.71,25.37
75,118,79,26.71,25.41
76,117,79,26.71,25.37
80,117,82,26.71,25.41
81,117,85,26.71,25.37
81,120,88,26.71,25.41
81,118,86,26.71,25.37
83,124,85,26.71,25.41
84,125,86,26.71,25.37
83,124,87,26.71,25.41
81,123,86,26.71,25.37
78,124,82,26.71,25.41
76,124,81,26.71,25.37
71,120,80,26.71,25.41
71,118,80,26.71,25.37
69,115,79,26.71,25.41
66,115,74,26.71,25.37
64,113,76,26.71,25.41
64,110,78,26.71,25.37
61,111,75,26.71,25.41
60,112,73,26.71,25.37
59,115,73,26.71,25.41
58,114,68,26.71,25.37
56,113,70,26.71,25.41
61,111,69,26.71,25.37
63,112,66,26.71,25.41
64,111,68,26.71,25.37
66,108,75,26.71,25.41
66,108,74,26.71,25.37
65,108,72,26.71,25.41
64,108,71,26.71,25.37
62,111,67,26.71,25.41
63,109,66,26.71,25.37
63,108,68,26.71,25.41
62,106,66,26.71,25.37
60,105,67,26.71,25.41
54,107,67,26.71,25.37
51,106,67,26.71,25.41
49,104,67,26.71,25.37
49,103,65,26.71,25.41
43,101,64,26.71,25.37
39,102,61,26.71,25.41
35,100,59,26.71,25.37
32,95,60,26.71,25.41
34,92,56,26.71,25.37
31,96,55,26.71,25.41
31,97,60,26.71,25.37
33,101,65,26.71,25.41
35,102,63,26.71,25.37
35,105,65,26.71,25.41
31,107,67,26.71,25.37
30,113,69,26.71,25.41
35,117,72,26.71,25.37
41,121,72,26.71,25.41
42,121,80,26.71,25.37
46,123,86,26.71,25.41
53,123,81,26.71,25.37
58,123,78,26.71,25.41
62,124,74,26.71,25.37
63,121,77,26.71,25.41
61,122,78,26.71,25.37
61,125,80,26.71,25.41
65,124,82,26.71,25.37
65,124,85,26.71,25.41
63,123,87,26.71,25.37
61,120,83,26.71,25.41
60,122,82,26.71,25.37
