Index,Row,Col,R,G,B
347,3,47,51,106,70
348,3,48,50,108,67
349,3,49,50,106,70
350,3,50,49,105,70
351,3,51,48,106,66
352,3,52,48,105,62
353,3,53,47,104,62
354,3,54,44,107,60
355,3,55,44,106,59
356,3,56,44,104,63
357,3,57,45,103,66
358,3,58,44,102,66
359,3,59,45,103,63
360,3,60,45,102,61
361,3,61,43,103,64
362,3,62,43,102,58
363,3,63,40,103,61
364,3,64,36,102,62
365,3,65,33,103,63
366,3,66,33,103,64
367,3,67,34,104,65
368,3,68,33,105,66
369,3,69,34,111,67
370,3,70,35,112,70
371,3,71,38,112,73
372,3,72,35,114,77
373,3,73,33,119,79
374,3,74,34,120,83
375,3,75,33,121,88
376,3,76,36,123,87
377,3,77,40,123,84
378,3,78,40,123,82
379,3,79,38,123,83
380,3,80,33,125,83
381,3,81,33,124,79
382,3,82,40,119,77
383,3,83,42,116,75
384,3,84,34,116,77
385,3,85,35,114,75
386,3,86,33,113,75
387,3,87,31,113,71
388,3,88,30,113,73
389,3,89,32,108,69
390,3,90,32,107,67
391,3,91,33,103,62
392,3,92,29,104,60
393,3,93,27,105,59
394,3,94,28,102,59
395,3,95,30,102,58
396,3,96,24,101,54
397,3,97,19,101,60
398,3,98,21,100,59
399,3,99,21,100,56
400,4,0,92,129,82
401,4,1,97,127,84
402,4,2,97,131,84
403,4,3,94,133,85
404,4,4,96,132,85
405,4,5,96,132,86
406,4,6,92,132,89
407,4,7,92,129,85
408,4,8,91,127,80
409,4,9,89,128,79
410,4,10,85,125,76
411,4,11,80,120,74
412,4,12,78,118,77
413,4,13,73,116,70
414,4,14,68,115,64
415,4,15,66,113,70
416,4,16,62,112,74
417,4,17,55,113,73
418,4,18,56,111,71
419,4,19,58,111,73
420,4,20,59,109,69
421,4,21,58,110,69
422,4,22,56,107,71
423,4,23,51,108,71
424,4,24,49,112,67
425,4,25,50,112,65
426,4,26,52,110,64
427,4,27,52,109,69
428,4,28,50,109,68
429,4,29,48,110,64
430,4,30,47,109,68
431,4,31,45,108,68
432,4,32,45,108,64
433,4,33,44,107,63
434,4,34,45,104,64
435,4,35,42,105,67
436,4,36,39,107,64
437,4,37,43,107,67
438,4,38,47,106,68
439,4,39,47,106,67
440,4,40,50,107,68
441,4,41,53,108,64
442,4,42,55,107,66
443,4,43,54,107,68
444,4,44,53,107,66
445,4,45,50,109,72
446,4,46,54,105,66
447,4,47,53,108,72
448,4,48,51,108,71
449,4,49,53,107,69
450,4,50,54,106,68
451,4,51,50,106,67
452,4,52,45,108,61
453,4,53,48,107,58
454,4,54,47,106,61
455,4,55,44,107,59
456,4,56,44,105,63
457,4,57,45,103,67
458,4,58,44,104,67
459,4,59,43,104,62
460,4,60,42,105,61
461,4,61,45,102,62
462,4,62,46,102,58
463,4,63,44,103,58
464,4,64,41,101,60
465,4,65,33,104,63
466,4,66,32,105,64
467,4,67,36,104,64
468,4,68,38,107,64
469,4,69,38,111,63
470,4,70,37,113,67
471,4,71,36,114,73
472,4,72,32,117,78
473,4,73,38,120,78
474,4,74,38,122,82
475,4,75,37,122,88
476,4,76,38,123,89
477,4,77,42,127,83
478,4,78,39,129,83
479,4,79,34,127,87
480,4,80,32,126,84
481,4,81,38,121,78
482,4,82,43,119,79
483,4,83,38,120,78
484,4,84,34,117,79
485,4,85,34,116,75
486,4,86,36,114,73
487,4,87,35,114,72
488,4,88,35,111,69
489,4,89,35,108,69
490,4,90,32,108,65
491,4,91,30,108,65
492,4,92,29,106,60
493,4,93,30,102,56
494,4,94,32,99,57
495,4,95,34,96,62
496,4,96,23,101,60
497,4,97,19,102,62
498,4,98,28,98,55
499,4,99,27,97,55
500,5,0,94,127,84
501,5,1,97,127,87
502,5,2,98,129,86
503,5,3,94,132,83
504,5,4,94,132,83
505,5,5,91,131,85
506,5,6,89,129,84
507,5,7,90,125,81
508,5,8,89,123,80
509,5,9,83,124,80
510,5,10,82,120,73
511,5,11,79,118,72
512,5,12,72,116,75
513,5,13,67,115,69
514,5,14,67,115,66
515,5,15,65,112,66
516,5,16,55,113,67
517,5,17,51,113,70
518,5,18,53,112,71
519,5,19,57,110,66
520,5,20,58,110,68
521,5,21,53,111,69
522,5,22,54,108,72
523,5,23,52,110,71
524,5,24,53,111,65
525,5,25,48,113,67
526,5,26,51,113,66
527,5,27,55,109,67
528,5,28,51,111,64
529,5,29,49,110,64
530,5,30,48,107,63
531,5,31,47,109,66
532,5,32,47,107,64
533,5,33,44,106,66
534,5,34,43,105,67
535,5,35,43,105,65
536,5,36,44,107,66
537,5,37,49,105,66
538,5,38,50,105,71
539,5,39,51,106,71
540,5,40,53,108,68
541,5,41,55,110,64
542,5,42,57,108,64
543,5,43,58,106,66
544,5,44,59,105,68
545,5,45,57,108,67
546,5,46,59,108,66
547,5,47,57,109,67
548,5,48,55,107,69
549,5,49,56,105,71
550,5,50,57,106,66
551,5,51,51,109,62
552,5,52,50,109,61
553,5,53,52,106,62
554,5,54,51,104,65
555,5,55,47,105,60
556,5,56,47,106,61
557,5,57,46,104,66
558,5,58,43,105,67
559,5,59,41,106,62
560,5,60,40,105,62
561,5,61,46,101,60
562,5,62,49,101,58
563,5,63,44,102,61
564,5,64,39,102,64
565,5,65,37,102,64
566,5,66,37,103,64
567,5,67,33,106,63
568,5,68,38,109,64
569,5,69,39,111,65
570,5,70,36,113,69
571,5,71,34,116,73
572,5,72,36,119,78
573,5,73,45,121,77
574,5,74,43,123,82
575,5,75,42,122,86
576,5,76,44,127,82
577,5,77,43,130,81
578,5,78,41,131,84
579,5,79,34,130,85
580,5,80,33,127,84
581,5,81,32,127,84
582,5,82,39,122,80
583,5,83,36,121,80
584,5,84,31,119,78
585,5,85,34,117,76
586,5,86,33,117,74
587,5,87,34,117,75
588,5,88,38,112,71
589,5,89,42,109,70
590,5,90,34,107,67
591,5,91,28,109,66
592,5,92,27,107,67
593,5,93,26,103,64
594,5,94,25,102,66
595,5,95,23,103,69
596,5,96,22,102,63
597,5,97,22,103,57
598,5,98,26,97,56
599,5,99,24,100,58
600,6,0,94,128,88
601,6,1,95,126,87
602,6,2,94,127,86
603,6,3,93,128,86
604,6,4,92,130,85
605,6,5,90,130,81
606,6,6,89,127,78
607,6,7,87,124,78
608,6,8,84,123,78
609,6,9,85,121,79
610,6,10,80,119,73
611,6,11,73,117,73
612,6,12,68,116,72
613,6,13,65,114,71
614,6,14,63,112,66
615,6,15,64,113,64
616,6,16,58,112,65
617,6,17,57,109,71
618,6,18,59,108,69
619,6,19,60,107,68
620,6,20,58,110,66
621,6,21,58,110,69
622,6,22,57,110,69
623,6,23,59,108,67
624,6,24,59,109,67
625,6,25,58,110,67
626,6,26,55,112,63
627,6,27,54,111,66
628,6,28,54,109,66
629,6,29,50,108,66
630,6,30,49,108,65
631,6,31,51,107,65
632,6,32,51,105,68
633,6,33,48,105,68
634,6,34,46,104,71
635,6,35,45,106,69
636,6,36,45,108,70
637,6,37,51,106,70
638,6,38,56,105,68
639,6,39,58,105,68
640,6,40,52,109,70
641,6,41,55,110,68
642,6,42,58,109,65
643,6,43,58,110,66
644,6,44,60,109,67
645,6,45,61,108,64
646,6,46,64,109,65
647,6,47,62,109,63
648,6,48,60,109,65
649,6,49,58,106,68
650,6,50,56,107,67
651,6,51,54,109,62
652,6,52,52,108,60
653,6,53,52,106,65
654,6,54,51,104,63
655,6,55,48,106,59
656,6,56,49,105,58
657,6,57,48,104,61
658,6,58,44,106,62
659,6,59,43,105,61
660,6,60,41,105,61
661,6,61,46,102,62
662,6,62,44,102,61
663,6,63,41,101,63
664,6,64,38,102,64
665,6,65,36,104,62
666,6,66,37,103,64
667,6,67,33,109,65
668,6,68,33,112,67
669,6,69,33,113,72
670,6,70,38,113,71
671,6,71,38,118,71
672,6,72,42,119,76
673,6,73,42,123,81
674,6,74,42,128,78
675,6,75,45,126,83
676,6,76,49,128,80
677,6,77,45,130,82
678,6,78,41,130,85
679,6,79,41,129,84
680,6,80,42,126,79
681,6,81,39,127,79
682,6,82,40,125,78
683,6,83,36,122,82
684,6,84,35,119,80
685,6,85,35,117,77
686,6,86,34,118,75
687,6,87,36,116,74
688,6,88,38,114,74
689,6,89,42,109,71
690,6,90,37,111,68
691,6,91,30,110,68
692,6,92,30,106,69
693,6,93,29,102,66
694,6,94,31,101,66
695,6,95,26,100,61
696,6,96,26,101,55
697,6,97,24,103,57
698,6,98,22,101,59
699,6,99,23,99,55
700,7,0,93,127,86
701,7,1,95,126,82
702,7,2,92,125,84
703,7,3,90,125,85
704,7,4,91,126,83
705,7,5,91,125,77
706,7,6,84,126,77
707,7,7,82,125,76
708,7,8,79,123,76
709,7,9,79,120,72
710,7,10,75,117,70
711,7,11,71,117,73
712,7,12,66,115,72
713,7,13,61,113,70
714,7,14,61,112,66
715,7,15,62,111,63
716,7,16,62,108,66
717,7,17,62,106,70
718,7,18,62,107,69
719,7,19,60,109,69
720,7,20,60,110,67
721,7,21,59,112,68
722,7,22,60,112,70
723,7,23,63,108,71
724,7,24,63,108,69
725,7,25,63,108,68
726,7,26,58,110,71
727,7,27,55,111,69
728,7,28,57,109,69
729,7,29,52,109,68
730,7,30,52,107,68
731,7,31,54,106,68
732,7,32,53,107,67
733,7,33,50,107,66
734,7,34,51,105,69
735,7,35,50,107,69
736,7,36,51,108,66
737,7,37,55,108,64
738,7,38,60,106,66
739,7,39,57,107,70
740,7,40,52,112,74
741,7,41,57,109,69
742,7,42,61,110,69
743,7,43,58,111,69
744,7,44,60,110,69
745,7,45,64,108,70
746,7,46,65,106,68
747,7,47,64,108,66
748,7,48,62,108,67
749,7,49,61,107,67
750,7,50,61,106,64
751,7,51,61,107,61
752,7,52,57,107,63
753,7,53,51,106,66
754,7,54,48,105,61
755,7,55,48,106,60
756,7,56,50,103,57
757,7,57,48,104,61
758,7,58,45,107,60
759,7,59,44,107,61
760,7,60,41,105,61
761,7,61,42,103,63
762,7,62,42,102,61
763,7,63,37,102,63
764,7,64,37,101,64
765,7,65,33,106,62
766,7,66,38,107,65
767,7,67,39,108,66
768,7,68,37,112,65
769,7,69,34,114,71
770,7,70,36,117,73
771,7,71,41,119,75
772,7,72,42,122,80
773,7,73,41,125,82
774,7,74,44,127,83
775,7,75,46,128,86
776,7,76,45,129,83
777,7,77,48,129,84
778,7,78,46,129,83
779,7,79,44,128,83
780,7,80,44,127,81
781,7,81,47,126,79
782,7,82,47,124,75
783,7,83,45,122,76
784,7,84,42,120,74
785,7,85,37,118,75
786,7,86,34,117,74
787,7,87,38,117,74
788,7,88,39,115,74
789,7,89,39,113,77
790,7,90,39,112,73
791,7,91,34,111,67
792,7,92,33,107,66
793,7,93,32,106,66
794,7,94,32,105,66
795,7,95,35,103,61
796,7,96,29,101,60
797,7,97,30,103,58
798,7,98,27,100,58
799,7,99,28,97,60
800,8,0,92,125,80
801,8,1,93,124,78
802,8,2,87,125,82
803,8,3,88,124,84
804,8,4,89,123,80
805,8,5,85,122,81
806,8,6,79,124,78
807,8,7,77,123,75
808,8,8,76,122,70
809,8,9,76,118,69
810,8,10,71,118,69
811,8,11,67,116,72
