R,G,B,Drought_AmbientTemp,Drought_ObjectTemp,Delta_T,CWSI
57,108,64,26.71,25.37,-1.34,0.986
58,106,66,26.71,25.41,-1.3000000000000007,1.0
59,105,68,26.71,25.37,-1.34,0.986
57,108,67,26.71,25.41,-1.3000000000000007,1.0
59,108,66,26.71,25.37,-1.34,0.986
57,109,67,26.71,25.41,-1.3000000000000007,1.0
55,107,69,26.71,25.37,-1.34,0.986
56,105,71,26.71,25.41,-1.3000000000000007,1.0
57,106,66,26.71,25.37,-1.34,0.986
51,109,62,26.71,25.41,-1.3000000000000007,1.0
50,109,61,26.71,25.37,-1.34,0.986
52,106,62,26.71,25.41,-1.3000000000000007,1.0
51,104,65,26.71,25.37,-1.34,0.986
47,105,60,26.71,25.41,-1.3000000000000007,1.0
47,106,61,26.71,25.37,-1.34,0.986
46,104,66,26.71,25.41,-1.3000000000000007,1.0
43,105,67,26.71,25.37,-1.34,0.986
41,106,62,26.71,25.41,-1.3000000000000007,1.0
40,105,62,26.71,25.37,-1.34,0.986
46,101,60,26.71,25.41,-1.3000000000000007,1.0
49,101,58,26.71,25.37,-1.34,0.986
44,102,61,26.71,25.41,-1.3000000000000007,1.0
39,102,64,26.71,25.37,-1.34,0.986
37,102,64,26.71,25.41,-1.3000000000000007,1.0
37,103,64,26.71,25.37,-1.34,0.986
33,106,63,26.71,25.41,-1.3000000000000007,1.0
38,109,64,26.71,25.37,-1.34,0.986
39,111,65,26.71,25.41,-1.3000000000000007,1.0
36,113,69,26.71,25.37,-1.34,0.986
34,116,73,26.71,25.41,-1.3000000000000007,1.0
36,119,78,26.71,25.37,-1.34,0.986
45,121,77,26.71,25.41,-1.3000000000000007,1.0
43,123,82,26.71,25.37,-1.34,0.986
42,122,86,26.71,25.41,-1.3000000000000007,1.0
44,127,82,26.71,25.37,-1.34,0.986
43,130,81,26.71,25.41,-1.3000000000000007,1.0
41,131,84,26.71,25.37,-1.34,0.986
34,130,85,26.71,25.41,-1.3000000000000007,1.0
33,127,84,26.71,25.37,-1.34,0.986
32,127,84,26.71,25.41,-1.3000000000000007,1.0
39,122,80,26.71,25.37,-1.34,0.986
36,121,80,26.71,25.41,-1.3000000000000007,1.0
31,119,78,26.71,25.37,-1.34,0.986
34,117,76,26.71,25.41,-1.3000000000000007,1.0
33,117,74,26.71,25.37,-1.34,0.986
34,117,75,26.71,25.41,-1.3000000000000007,1.0
38,112,71,26.71,25.37,-1.34,0.986
42,109,70,26.71,25.41,-1.3000000000000007,1.0
34,107,67,26.71,25.37,-1.34,0.986
28,109,66,26.71,25.41,-1.3000000000000007,1.0
27,107,67,26.71,25.37,-1.34,0.986
26,103,64,26.71,25.41,-1.3000000000000007,1.0
25,102,66,26.71,25.37,-1.34,0.986
23,103,69,26.71,25.41,-1.3000000000000007,1.0
22,102,63,26.71,25.37,-1.34,0.986
22,103,57,26.71,25.41,-1.3000000000000007,1.0
26,97,56,26.71,25.37,-1.34,0.986
24,100,58,26.71,25.41,-1.3000000000000007,1.0
94,128,88,26.71,25.37,-1.34,0.986
95,126,87,26.71,25.41,-1.3000000000000007,1.0
94,127,86,26.71,25.37,-1.34,0.986
93,128,86,26.71,25.41,-1.3000000000000007,1.0
92,130,85,26.71,25.37,-1.34,0.986
90,130,81,26.71,25.41,-1.3000000000000007,1.0
89,127,78,26.71,25.37,-1.34,0.986
87,124,78,26.71,25.41,-1.3000000000000007,1.0
84,123,78,26.71,25.37,-1.34,0.986
85,121,79,26.71,25.41,-1.3000000000000007,1.0
80,119,73,26.71,25.37,-1.34,0.986
73,117,73,26.71,25.41,-1.3000000000000007,1.0
68,116,72,26.71,25.37,-1.34,0.986
65,114,71,26.71,25.41,-1.3000000000000007,1.0
63,112,66,26.71,25.37,-1.34,0.986
64,113,64,26.71,25.41,-1.3000000000000007,1.0
58,112,65,26.71,25.37,-1.34,0.986
57,109,71,26.71,25.41,-1.3000000000000007,1.0
59,108,69,26.71,25.37,-1.34,0.986
60,107,68,26.71,25.41,-1.3000000000000007,1.0
58,110,66,26.71,25.37,-1.34,0.986
58,110,69,26.71,25.41,-1.3000000000000007,1.0
57,110,69,26.71,25.37,-1.34,0.986
59,108,67,26.71,25.41,-1.3000000000000007,1.0
59,109,67,26.71,25.37,-1.34,0.986
58,110,67,26.71,25.41,-1.3000000000000007,1.0
55,112,63,26.71,25.37,-1.34,0.986
54,111,66,26.71,25.41,-1.3000000000000007,1.0
54,109,66,26.71,25.37,-1.34,0.986
50,108,66,26.71,25.41,-1.3000000000000007,1.0
49,108,65,26.71,25.37,-1.34,0.986
51,107,65,26.71,25.41,-1.3000000000000007,1.0
51,105,68,26.71,25.37,-1.34,0.986
48,105,68,26.71,25.41,-1.3000000000000007,1.0
46,104,71,26.71,25.37,-1.34,0.986
45,106,69,26.71,25.41,-1.3000000000000007,1.0
45,108,70,26.71,25.37,-1.34,0.986
51,106,70,26.71,25.41,-1.3000000000000007,1.0
56,105,68,26.71,25.37,-1.34,0.986
58,105,68,26.71,25.41,-1.3000000000000007,1.0
52,109,70,26.71,25.37,-1.34,0.986
55,110,68,26.71,25.41,-1.3000000000000007,1.0
58,109,65,26.71,25.37,-1.34,0.986
58,110,66,26.71,25.41,-1.3000000000000007,1.0
60,109,67,26.71,25.37,-1.34,0.986
61,108,64,26.71,25.41,-1.3000000000000007,1.0
64,109,65,26.71,25.37,-1.34,0.986
62,109,63,26.71,25.41,-1.3000000000000007,1.0
60,109,65,26.71,25.37,-1.34,0.986
58,106,68,26.71,25.41,-1.3000000000000007,1.0
56,107,67,26.71,25.37,-1.34,0.986
54,109,62,26.71,25.41,-1.3000000000000007,1.0
52,108,60,26.71,25.37,-1.34,0.986
52,106,65,26.71,25.41,-1.3000000000000007,1.0
51,104,63,26.71,25.37,-1.34,0.986
48,106,59,26.71,25.41,-1.3000000000000007,1.0
49,105,58,26.71,25.37,-1.34,0.986
48,104,61,26.71,25.41,-1.3000000000000007,1.0
44,106,62,26.71,25.37,-1.34,0.986
43,105,61,26.71,25.41,-1.3000000000000007,1.0
41,105,61,26.71,25.37,-1.34,0.986
46,102,62,26.71,25.41,-1.3000000000000007,1.0
44,102,61,26.71,25.37,-1.34,0.986
41,101,63,26.71,25.41,-1.3000000000000007,1.0
38,102,64,26.71,25.37,-1.34,0.986
36,104,62,26.71,25.41,-1.3000000000000007,1.0
37,103,64,26.71,25.37,-1.34,0.986
33,109,65,26.71,25.41,-1.3000000000000007,1.0
33,112,67,26.71,25.37,-1.34,0.986
33,113,72,26.71,25.41,-1.3000000000000007,1.0
38,113,71,26.71,25.37,-1.34,0.986
38,118,71,26.71,25.41,-1.3000000000000007,1.0
42,119,76,26.71,25.37,-1.34,0.986
42,123,81,26.71,25.41,-1.3000000000000007,1.0
42,128,78,26.71,25.37,-1.34,0.986
45,126,83,26.71,25.41,-1.3000000000000007,1.0
49,128,80,26.71,25.37,-1.34,0.986
45,130,82,26.71,25.41,-1.3000000000000007,1.0
41,130,85,26.71,25.37,-1.34,0.986
41,129,84,26.71,25.41,-1.3000000000000007,1.0
42,126,79,26.71,25.37,-1.34,0.986
39,127,79,26.71,25.41,-1.3000000000000007,1.0
40,125,78,26.71,25.37,-1.34,0.986
36,122,82,26.71,25.41,-1.3000000000000007,1.0
35,119,80,26.71,25.37,-1.34,0.986
35,117,77,26.71,25.41,-1.3000000000000007,1.0
34,118,75,26.71,25.37,-1.34,0.986
36,116,74,26.71,25.41,-1.3000000000000007,1.0
38,114,74,26.71,25.37,-1.34,0.986
42,109,71,26.71,25.41,-1.3000000000000007,1.0
37,111,68,26.71,25.37,-1.34,0.986
30,110,68,26.71,25.41,-1.3000000000000007,1.0
30,106,69,26.71,25.37,-1.34,0.986
29,102,66,26.71,25.41,-1.3000000000000007,1.0
31,101,66,26.71,25.37,-1.34,0.986
26,100,61,26.71,25.41,-1.3000000000000007,1.0
26,101,55,26.71,25.37,-1.34,0.986
24,103,57,26.71,25.41,-1.3000000000000007,1.0
22,101,59,26.71,25.37,-1.34,0.986
23,99,55,26.71,25.41,-1.3000000000000007,1.0
93,127,86,26.71,25.37,-1.34,0.986
95,126,82,26.71,25.41,-1.3000000000000007,1.0
92,125,84,26.71,25.37,-1.34,0.986
90,125,85,26.71,25.41,-1.3000000000000007,1.0
91,126,83,26.71,25.37,-1.34,0.986
91,125,77,26.71,25.41,-1.3000000000000007,1.0
84,126,77,26.71,25.37,-1.34,0.986
82,125,76,26.71,25.41,-1.3000000000000007,1.0
79,123,76,26.71,25.37,-1.34,0.986
79,120,72,26.71,25.41,-1.3000000000000007,1.0
75,117,70,26.71,25.37,-1.34,0.986
71,117,73,26.71,25.41,-1.3000000000000007,1.0
66,115,72,26.71,25.37,-1.34,0.986
61,113,70,26.71,25.41,-1.3000000000000007,1.0
61,112,66,26.71,25.37,-1.34,0.986
62,111,63,26.71,25.41,-1.3000000000000007,1.0
62,108,66,26.71,25.37,-1.34,0.986
62,106,70,26.71,25.41,-1.3000000000000007,1.0
62,107,69,26.71,25.37,-1.34,0.986
60,109,69,26.71,25.41,-1.3000000000000007,1.0
60,110,67,26.71,25.37,-1.34,0.986
59,112,68,26.71,25.41,-1.3000000000000007,1.0
60,112,70,26.71,25.37,-1.34,0.986
63,108,71,26.71,25.41,-1.3000000000000007,1.0
63,108,69,26.71,25.37,-1.34,0.986
63,108,68,26.71,25.41,-1.3000000000000007,1.0
58,110,71,26.71,25.37,-1.34,0.986
55,111,69,26.71,25.41,-1.3000000000000007,1.0
57,109,69,26.71,25.37,-1.34,0.986
52,109,68,26.71,25.41,-1.3000000000000007,1.0
52,107,68,26.71,25.37,-1.34,0.986
54,106,68,26.71,25.41,-1.3000000000000007,1.0
53,107,67,26.71,25.37,-1.34,0.986
50,107,66,26.71,25.41,-1.3000000000000007,1.0
51,105,69,26.71,25.37,-1.34,0.986
50,107,69,26.71,25.41,-1.3000000000000007,1.0
51,108,66,26.71,25.37,-1.34,0.986
55,108,64,26.71,25.41,-1.3000000000000007,1.0
60,106,66,26.71,25.37,-1.34,0.986
57,107,70,26.71,25.41,-1.3000000000000007,1.0
52,112,74,26.71,25.37,-1.34,0.986
57,109,69,26.71,25.41,-1.3000000000000007,1.0
61,110,69,26.71,25.37,-1.34,0.986
58,111,69,26.71,25.41,-1.3000000000000007,1.0
60,110,69,26.71,25.37,-1.34,0.986
64,108,70,26.71,25.41,-1.3000000000000007,1.0
65,106,68,26.71,25.37,-1.34,0.986
64,108,66,26.71,25.41,-1.3000000000000007,1.0
62,108,67,26.71,25.37,-1.34,0.986
61,107,67,26.71,25.41,-1.3000000000000007,1.0
61,106,64,26.71,25.37,-1.34,0.986
61,107,61,26.71,25.41,-1.3000000000000007,1.0
57,107,63,26.71,25.37,-1.34,0.986
51,106,66,26.71,25.41,-1.3000000000000007,1.0
48,105,61,26.71,25.37,-1.34,0.986
48,106,60,26.71,25.41,-1.3000000000000007,1.0
50,103,57,26.71,25.37,-1.34,0.986
48,104,61,26.71,25.41,-1.3000000000000007,1.0
45,107,60,26.71,25.37,-1.34,0.986
44,107,61,26.71,25.41,-1.3000000000000007,1.0
41,105,61,26.71,25.37,-1.34,0.986
42,103,63,26.71,25.41,-1.3000000000000007,1.0
42,102,61,26.71,25.37,-1.34,0.986
37,102,63,26.71,25.41,-1.3000000000000007,1.0
37,101,64,26.71,25.37,-1.34,0.986
33,106,62,26.71,25.41,-1.3000000000000007,1.0
38,107,65,26.71,25.37,-1.34,0.986
39,108,66,26.71,25.41,-1.3000000000000007,1.0
37,112,65,26.71,25.37,-1.34,0.986
34,114,71,26.71,25.41,-1.3000000000000007,1.0
36,117,73,26.71,25.37,-1.34,0.986
41,119,75,26.71,25.41,-1.3000000000000007,1.0
42,122,80,26.71,25.37,-1.34,0.986
41,125,82,26.71,25.41,-1.3000000000000007,1.0
44,127,83,26.71,25.37,-1.34,0.986
46,128,86,26.71,25.41,-1.3000000000000007,1.0
45,129,83,26.71,25.37,-1.34,0.986
48,129,84,26.71,25.41,-1.3000000000000007,1.0
46,129,83,26.71,25.37,-1.34,0.986
44,128,83,26.71,25.41,-1.3000000000000007,1.0
44,127,81,26.71,25.37,-1.34,0.986
47,126,79,26.71,25.41,-1.3000000000000007,1.0
47,124,75,26.71,25.37,-1.34,0.986
45,122,76,26.71,25.41,-1.3000000000000007,1.0
42,120,74,26.71,25.37,-1.34,0.986
37,118,75,26.71,25.41,-1.3000000000000007,1.0
34,117,74,26.71,25.37,-1.34,0.986
38,117,74,26.71,25.41,-1.3000000000000007,1.0
39,115,74,26.71,25.37,-1.34,0.986
39,113,77,26.71,25.41,-1.3000000000000007,1.0
39,112,73,26.71,25.37,-1.34,0.986
34,111,67,26.71,25.41,-1.3000000000000007,1.0
33,107,66,26.71,25.37,-1.34,0.986
32,106,66,26.71,25.41,-1.3000000000000007,1.0
32,105,66,26.71,25.37,-1.34,0.986
35,103,61,26.71,25.41,-1.3000000000000007,1.0
29,101,60,26.71,25.37,-1.34,0.986
30,103,58,26.71,25.41,-1.3000000000000007,1.0
27,100,58,26.71,25.37,-1.34,0.986
28,97,60,26.71,25.41,-1.3000000000000007,1.0
92,125,80,26.71,25.37,-1.34,0.986
93,124,78,26.71,25.41,-1.3000000000000007,1.0
87,125,82,26.71,25.37,-1.34,0.986
88,124,84,26.71,25.41,-1.3000000000000007,1.0
89,123,80,26.71,25.37,-1.34,0.986
85,122,81,26.71,25.41,-1.3000000000000007,1.0
79,124,78,26.71,25.37,-1.34,0.986
77,123,75,26.71,25.41,-1.3000000000000007,1.0
76,122,70,26.71,25.37,-1.34,0.986
76,118,69,26.71,25.41,-1.3000000000000007,1.0
71,118,69,26.71,25.37,-1.34,0.986
67,116,72,26.71,25.41,-1.3000000000000007,1.0
63,115,69,26.71,25.37,-1.34,0.986
60,113,69,26.71,25.41,-1.3000000000000007,1.0
60,110,67,26.71,25.37,-1.34,0.986
61,109,67,26.71,25.41,-1.3000000000000007,1.0
62,108,67,26.71,25.37,-1.34,0.986
62,106,69,26.71,25.41,-1.3000000000000007,1.0
60,108,71,26.71,25.37,-1.34,0.986
61,109,69,26.71,25.41,-1.3000000000000007,1.0
61,110,71,26.71,25.37,-1.34,0.986
59,112,69,26.71,25.41,-1.3000000000000007,1.0
59,114,70,26.71,25.37,-1.34,0.986
61,113,71,26.71,25.41,-1.3000000000000007,1.0
63,110,77,26.71,25.37,-1.34,0.986
61,109,75,26.71,25.41,-1.3000000000000007,1.0
62,110,72,26.71,25.37,-1.34,0.986
59,111,69,26.71,25.41,-1.3000000000000007,1.0
59,112,65,26.71,25.37,-1.34,0.986
58,109,67,26.71,25.41,-1.3000000000000007,1.0
57,108,68,26.71,25.37,-1.34,0.986
56,105,67,26.71,25.41,-1.3000000000000007,1.0
55,108,68,26.71,25.37,-1.34,0.986
52,110,66,26.71,25.41,-1.3000000000000007,1.0
53,109,66,26.71,25.37,-1.34,0.986
54,108,67,26.71,25.41,-1.3000000000000007,1.0
54,109,66,26.71,25.37,-1.34,0.986
57,108,63,26.71,25.41,-1.3000000000000007,1.0
62,107,65,26.71,25.37,-1.34,0.986
61,106,70,26.71,25.41,-1.3000000000000007,1.0
58,109,73,26.71,25.37,-1.34,0.986
57,111,74,26.71,25.41,-1.3000000000000007,1.0
60,109,73,26.71,25.37,-1.34,0.986
60,110,71,26.71,25.41,-1.3000000000000007,1.0
61,110,73,26.71,25.37,-1.34,0.986
69,106,70,26.71,25.41,-1.3000000000000007,1.0
70,107,68,26.71,25.37,-1.34,0.986
64,108,69,26.71,25.41,-1.3000000000000007,1.0
59,109,72,26.71,25.37,-1.34,0.986
62,106,70,26.71,25.41,-1.3000000000000007,1.0
64,107,64,26.71,25.37,-1.34,0.986
63,106,63,26.71,25.41,-1.3000000000000007,1.0
60,105,62,26.71,25.37,-1.34,0.986
52,106,64,26.71,25.41,-1.3000000000000007,1.0
48,109,61,26.71,25.37,-1.34,0.986
48,105,59,26.71,25.41,-1.3000000000000007,1.0
50,104,59,26.71,25.37,-1.34,0.986
48,105,62,26.71,25.41,-1.3000000000000007,1.0
44,107,58,26.71,25.37,-1.34,0.986
44,106,61,26.71,25.41,-1.3000000000000007,1.0
39,106,63,26.71,25.37,-1.34,0.986
40,104,59,26.71,25.41,-1.3000000000000007,1.0
39,102,60,26.71,25.37,-1.34,0.986
36,104,62,26.71,25.41,-1.3000000000000007,1.0
33,104,66,26.71,25.37,-1.34,0.986
35,105,66,26.71,25.41,-1.3000000000000007,1.0
36,109,67,26.71,25.37,-1.34,0.986
36,111,68,26.71,25.41,-1.3000000000000007,1.0
39,111,70,26.71,25.37,-1.34,0.986
37,115,71,26.71,25.41,-1.3000000000000007,1.0
39,118,73,26.71,25.37,-1.34,0.986
46,118,80,26.71,25.41,-1.3000000000000007,1.0
40,122,83,26.71,25.37,-1.34,0.986
41,127,84,26.71,25.41,-1.3000000000000007,1.0
45,127,88,26.71,25.37,-1.34,0.986
49,127,89,26.71,25.41,-1.3000000000000007,1.0
48,129,88,26.71,25.37,-1.34,0.986
45,129,86,26.71,25.41,-1.3000000000000007,1.0
47,128,83,26.71,25.37,-1.34,0.986
46,128,82,26.71,25.41,-1.3000000000000007,1.0
47,125,85,26.71,25.37,-1.34,0.986
47,127,80,26.71,25.41,-1.3000000000000007,1.0
46,125,77,26.71,25.37,-1.34,0.986
47,122,74,26.71,25.41,-1.3000000000000007,1.0
45,121,75,26.71,25.37,-1.34,0.986
40,119,75,26.71,25.41,-1.3000000000000007,1.0
37,119,77,26.71,25.37,-1.34,0.986
39,116,78,26.71,25.41,-1.3000000000000007,1.0
42,115,74,26.71,25.37,-1.34,0.986
43,115,72,26.71,25.41,-1.3000000000000007,1.0
41,112,73,26.71,25.37,-1.34,0.986
38,110,72,26.71,25.41,-1.3000000000000007,1.0
36,109,67,26.71,25.37,-1.34,0.986
37,108,66,26.71,25.41,-1.3000000000000007,1.0
35,105,67,26.71,25.37,-1.34,0.986
31,105,63,26.71,25.41,-1.3000000000000007,1.0
33,104,61,26.71,25.37,-1.34,0.986
31,103,62,26.71,25.41,-1.3000000000000007,1.0
30,99,58,26.71,25.37,-1.34,0.986
29,98,60,26.71,25.41,-1.3000000000000007,1.0
90,125,79,26.71,25.37,-1.34,0.986
90,125,77,26.71,25.41,-1.3000000000000007,1.0
87,125,78,26.71,25.37,-1.34,0.986
86,122,81,26.71,25.41,-1.3000000000000007,1.0
84,122,80,26.71,25.37,-1.34,0.986
82,120,79,26.71,25.41,-1.3000000000000007,1.0
78,121,77,26.71,25.37,-1.34,0.986
74,124,75,26.71,25.41,-1.3000000000000007,1.0
73,122,68,26.71,25.37,-1.34,0.986
71,119,66,26.71,25.41,-1.3000000000000007,1.0
68,117,69,26.71,25.37,-1.34,0.986
63,115,71,26.71,25.41,-1.3000000000000007,1.0
62,113,69,26.71,25.37,-1.34,0.986
61,112,67,26.71,25.41,-1.3000000000000007,1.0
59,111,67,26.71,25.37,-1.34,0.986
60,108,68,26.71,25.41,-1.3000000000000007,1.0
61,108,67,26.71,25.37,-1.34,0.986
60,109,66,26.71,25.41,-1.3000000000000007,1.0
61,110,69,26.71,25.37,-1.34,0.986
59,111,70,26.71,25.41,-1.3000000000000007,1.0
63,111,74,26.71,25.37,-1.34,0.986
65,111,77,26.71,25.41,-1.3000000000000007,1.0
65,113,72,26.71,25.37,-1.34,0.986
67,114,73,26.71,25.41,-1.3000000000000007,1.0
64,111,77,26.71,25.37,-1.34,0.986
63,113,78,26.71,25.41,-1.3000000000000007,1.0
66,110,76,26.71,25.37,-1.34,0.986
63,111,75,26.71,25.41,-1.3000000000000007,1.0
62,109,72,26.71,25.37,-1.34,0.986
61,108,70,26.71,25.41,-1.3000000000000007,1.0
58,109,69,26.71,25.37,-1.34,0.986
59,109,69,26.71,25.41,-1.3000000000000007,1.0
57,109,70,26.71,25.37,-1.34,0.986
54,111,70,26.71,25.41,-1.3000000000000007,1.0
56,109,68,26.71,25.37,-1.34,0.986
54,108,70,26.71,25.41,-1.3000000000000007,1.0
53,109,71,26.71,25.37,-1.34,0.986
57,108,69,26.71,25.41,-1.3000000000000007,1.0
63,106,66,26.71,25.37,-1.34,0.986
63,108,69,26.71,25.41,-1.3000000000000007,1.0
63,109,70,26.71,25.37,-1.34,0.986
62,110,71,26.71,25.41,-1.3000000000000007,1.0
64,110,73,26.71,25.37,-1.34,0.986
66,110,71,26.71,25.41,-1.3000000000000007,1.0
68,109,71,26.71,25.37,-1.34,0.986
73,107,71,26.71,25.41,-1.3000000000000007,1.0
72,108,67,26.71,25.37,-1.34,0.986
67,110,69,26.71,25.41,-1.3000000000000007,1.0
59,110,73,26.71,25.37,-1.34,0.986
58,108,74,26.71,25.41,-1.3000000000000007,1.0
62,105,72,26.71,25.37,-1.34,0.986
57,106,71,26.71,25.41,-1.3000000000000007,1.0
55,107,65,26.71,25.37,-1.34,0.986
52,106,61,26.71,25.41,-1.3000000000000007,1.0
51,107,61,26.71,25.37,-1.34,0.986
47,105,61,26.71,25.41,-1.3000000000000007,1.0
47,105,59,26.71,25.37,-1.34,0.986
47,104,61,26.71,25.41,-1.3000000000000007,1.0
44,105,61,26.71,25.37,-1.34,0.986
42,106,61,26.71,25.41,-1.3000000000000007,1.0
40,105,60,26.71,25.37,-1.34,0.986
38,104,63,26.71,25.41,-1.3000000000000007,1.0
34,104,64,26.71,25.37,-1.34,0.986
36,104,62,26.71,25.41,-1.3000000000000007,1.0
35,105,67,26.71,25.37,-1.34,0.986
33,109,69,26.71,25.41,-1.3000000000000007,1.0
35,110,69,26.71,25.37,-1.34,0.986
39,109,70,26.71,25.41,-1.3000000000000007,1.0
41,110,73,26.71,25.37,-1.34,0.986
39,114,75,26.71,25.41,-1.3000000000000007,1.0
40,117,76,26.71,25.37,-1.34,0.986
43,120,80,26.71,25.41,-1.3000000000000007,1.0
41,126,84,26.71,25.37,-1.34,0.986
44,127,86,26.71,25.41,-1.3000000000000007,1.0
46,125,90,26.71,25.37,-1.34,0.986
49,125,93,26.71,25.41,-1.3000000000000007,1.0
49,127,90,26.71,25.37,-1.34,0.986
47,129,85,26.71,25.41,-1.3000000000000007,1.0
46,129,83,26.71,25.37,-1.34,0.986
47,129,82,26.71,25.41,-1.3000000000000007,1.0
48,127,84,26.71,25.37,-1.34,0.986
49,125,82,26.71,25.41,-1.3000000000000007,1.0
47,124,81,26.71,25.37,-1.34,0.986
47,123,79,26.71,25.41,-1.3000000000000007,1.0
42,121,76,26.71,25.37,-1.34,0.986
40,119,77,26.71,25.41,-1.3000000000000007,1.0
41,121,75,26.71,25.37,-1.34,0.986
43,117,75,26.71,25.41,-1.3000000000000007,1.0
44,116,74,26.71,25.37,-1.34,0.986
44,114,73,26.71,25.41,-1.3000000000000007,1.0
45,112,73,26.71,25.37,-1.34,0.986
41,110,73,26.71,25.41,-1.3000000000000007,1.0
40,111,68,26.71,25.37,-1.34,0.986
41,107,65,26.71,25.41,-1.3000000000000007,1.0
41,106,68,26.71,25.37,-1.34,0.986
35,107,65,26.71,25.41,-1.3000000000000007,1.0
32,104,67,26.71,25.37,-1.34,0.986
33,102,67,26.71,25.41,-1.3000000000000007,1.0
33,101,61,26.71,25.37,-1.34,0.986
28,99,56,26.71,25.41,-1.3000000000000007,1.0
91,120,81,26.71,25.37,-1.34,0.986
84,122,84,26.71,25.41,-1.3000000000000007,1.0
81,123,85,26.71,25.37,-1.34,0.986
80,122,84,26.71,25.41,-1.3000000000000007,1.0
78,123,81,26.71,25.37,-1.34,0.986
77,120,83,26.71,25.41,-1.3000000000000007,1.0
77,120,80,26.71,25.37,-1.34,0.986
74,121,75,26.71,25.41,-1.3000000000000007,1.0
71,121,71,26.71,25.37,-1.34,0.986
69,118,70,26.71,25.41,-1.3000000000000007,1.0
66,114,72,26.71,25.37,-1.34,0.986
64,113,72,26.71,25.41,-1.3000000000000007,1.0
62,111,73,26.71,25.37,-1.34,0.986
62,110,69,26.71,25.41,-1.3000000000000007,1.0
62,110,67,26.71,25.37,-1.34,0.986
64,107,65,26.71,25.41,-1.3000000000000007,1.0
60,108,66,26.71,25.37,-1.34,0.986
58,111,67,26.71,25.41,-1.3000000000000007,1.0
61,110,69,26.71,25.37,-1.34,0.986
62,113,75,26.71,25.41,-1.3000000000000007,1.0
65,113,76,26.71,25.37,-1.34,0.986
66,113,77,26.71,25.41,-1.3000000000000007,1.0
67,114,77,26.71,25.37,-1.34,0.986
69,114,77,26.71,25.41,-1.3000000000000007,1.0
65,116,78,26.71,25.37,-1.34,0.986
68,115,76,26.71,25.41,-1.3000000000000007,1.0
68,113,74,26.71,25.37,-1.34,0.986
65,112,75,26.71,25.41,-1.3000000000000007,1.0
63,112,75,26.71,25.37,-1.34,0.986
63,111,73,26.71,25.41,-1.3000000000000007,1.0
61,109,72,26.71,25.37,-1.34,0.986
62,109,72,26.71,25.41,-1.3000000000000007,1.0
61,108,71,26.71,25.37,-1.34,0.986
57,111,71,26.71,25.41,-1.3000000000000007,1.0
56,109,71,26.71,25.37,-1.34,0.986
54,108,72,26.71,25.41,-1.3000000000000007,1.0
53,110,70,26.71,25.37,-1.34,0.986
58,108,69,26.71,25.41,-1.3000000000000007,1.0
63,107,69,26.71,25.37,-1.34,0.986
63,108,71,26.71,25.41,-1.3000000000000007,1.0
60,112,68,26.71,25.37,-1.34,0.986
61,112,69,26.71,25.41,-1.3000000000000007,1.0
66,112,68,26.71,25.37,-1.34,0.986
70,112,66,26.71,25.41,-1.3000000000000007,1.0
72,111,70,26.71,25.37,-1.34,0.986
72,109,75,26.71,25.41,-1.3000000000000007,1.0
70,109,71,26.71,25.37,-1.34,0.986
67,110,70,26.71,25.41,-1.3000000000000007,1.0
62,112,72,26.71,25.37,-1.34,0.986
60,108,73,26.71,25.41,-1.3000000000000007,1.0
60,108,70,26.71,25.37,-1.34,0.986
58,108,65,26.71,25.41,-1.3000000000000007,1.0
56,108,66,26.71,25.37,-1.34,0.986
54,107,63,26.71,25.41,-1.3000000000000007,1.0
49,104,63,26.71,25.37,-1.34,0.986
47,103,67,26.71,25.41,-1.3000000000000007,1.0
45,104,66,26.71,25.37,-1.34,0.986
41,105,64,26.71,25.41,-1.3000000000000007,1.0
40,105,61,26.71,25.37,-1.34,0.986
43,103,58,26.71,25.41,-1.3000000000000007,1.0
38,104,60,26.71,25.37,-1.34,0.986
34,105,61,26.71,25.41,-1.3000000000000007,1.0
35,104,59,26.71,25.37,-1.34,0.986
35,105,60,26.71,25.41,-1.3000000000000007,1.0
38,105,62,26.71,25.37,-1.34,0.986
36,108,69,26.71,25.41,-1.3000000000000007,1.0
36,109,69,26.71,25.37,-1.34,0.986
40,109,71,26.71,25.41,-1.3000000000000007,1.0
38,113,73,26.71,25.37,-1.34,0.986
39,115,76,26.71,25.41,-1.3000000000000007,1.0
40,118,79,26.71,25.37,-1.34,0.986
39,123,83,26.71,25.41,-1.3000000000000007,1.0
44,125,81,26.71,25.37,-1.34,0.986
48,125,83,26.71,25.41,-1.3000000000000007,1.0
51,125,86,26.71,25.37,-1.34,0.986
52,125,89,26.71,25.41,-1.3000000000000007,1.0
52,125,88,26.71,25.37,-1.34,0.986
52,126,88,26.71,25.41,-1.3000000000000007,1.0
50,126,87,26.71,25.37,-1.34,0.986
47,127,82,26.71,25.41,-1.3000000000000007,1.0
49,128,81,26.71,25.37,-1.34,0.986
51,125,84,26.71,25.41,-1.3000000000000007,1.0
51,122,85,26.71,25.37,-1.34,0.986
48,121,84,26.71,25.41,-1.3000000000000007,1.0
46,120,81,26.71,25.37,-1.34,0.986
47,117,76,26.71,25.41,-1.3000000000000007,1.0
46,117,75,26.71,25.37,-1.34,0.986
47,116,74,26.71,25.41,-1.3000000000000007,1.0
45,115,76,26.71,25.37,-1.34,0.986
